tile_id,caption_gt,generic_clip_lr,generic_clip_sr,remote_clip_lr,remote_clip_sr
tile_0000,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.1797217428684235,2.1270881593227386,1.7977476119995117,1.9186268746852875
tile_0001,"The image shows a mix of land cover types, including trees, a bridge, and a road.",2.2698840498924255,2.5,2.0290645956993103,2.500000298023224
tile_0002,"The image shows a mix of land cover types, including trees, a bridge, and a road.",2.2402149438858032,2.2819602489471436,1.9705042243003845,2.011793553829193
tile_0003,"The image shows a mix of land cover types, including trees, a road, and a building.",2.201026678085327,2.171194851398468,2.2546803951263428,1.51976078748703
tile_0004,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.101407051086426,2.5,1.8133670091629028,2.500000298023224
tile_0005,"The image shows a mix of land cover types, including trees, a dam, and a roundabout.",2.271188795566559,2.2736404836177826,2.142614871263504,2.0381949841976166
tile_0006,"The image shows a mix of land cover types, including a building, trees, and a road.",2.279133051633835,2.241395115852356,2.3652972280979156,2.29533389210701
tile_0007,"The image shows a mix of land cover types, including buildings, houses, and trees, with a road and a roundabout present.",2.358975112438202,2.2389590740203857,2.1851398050785065,1.9739073514938354
tile_0008,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.402850240468979,2.3794659972190857,2.313710004091263,2.2143054008483887
tile_0009,"The image shows a mix of land cover types, including buildings, houses, trees, and a bridge.",2.1021634340286255,2.4010786414146423,1.6211006045341492,2.2092151641845703
tile_0010,"The image shows a mix of land cover types, including buildings, trees, and a bridge.",2.033463418483734,2.5,1.4478418231010437,2.5
tile_0011,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.324710488319397,2.3116686940193176,2.0058417320251465,1.9712600111961365
tile_0012,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.40462526679039,2.400972992181778,2.34247550368309,2.236505150794983
tile_0013,"The image shows a mix of land cover types, including a building, trees, and a road, with the majority of the area being covered in trees.",2.2403040528297424,2.395131438970566,2.176640033721924,2.3319077491760254
tile_0014,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.5,2.5,2.500000298023224,2.500000298023224
tile_0015,"The image shows a mix of land cover types, including trees, a golf field, and a road.",2.2087669372558594,2.3404085636138916,2.300691306591034,2.239103466272354
tile_0016,"The image shows a mix of land cover types, including trees, a golf field, and a road.",2.2315025329589844,2.5,2.3185038566589355,2.5
tile_0017,"The image shows a mix of land cover types, including a building, trees, and a road.",2.366422563791275,2.0102544128894806,2.281874716281891,1.5795114636421204
tile_0018,"The image shows a mix of land cover types, including trees, a road, and a building.",2.487601339817047,2.2572192549705505,2.473214715719223,2.2131046652793884
tile_0019,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.2806045413017273,2.2539670765399933,2.054625153541565,2.3714761435985565
tile_0020,"The image shows a mix of land cover types, including trees, a dam, and a road.",2.40462526679039,2.3144707083702087,2.34247550368309,2.2306430339813232
tile_0021,"The image shows a mix of land cover types, including trees, a road, and a building.",2.2745536267757416,2.1628665924072266,2.3718252778053284,2.3164086043834686
tile_0022,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.176210433244705,2.5,2.023104429244995,2.500000298023224
tile_0023,"The image shows a mix of land cover types, including trees, buildings, and a road.",1.9669711589813232,2.385835647583008,1.322799026966095,2.184212952852249
tile_0024,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.4901829659938812,2.3219752311706543,2.4802303314208984,2.1125881373882294
tile_0025,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.275519222021103,2.3790276050567627,2.027595043182373,2.1064065396785736
tile_0026,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.433115541934967,2.500000298023224,2.436184734106064,2.5
tile_0027,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.393833100795746,2.4118469655513763,2.176044285297394,2.1692709624767303
tile_0028,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.2483135759830475,2.430017590522766,2.149019241333008,2.263564318418503
tile_0029,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.4938809871673584,2.5,2.4906371533870697,2.5
tile_0030,"The image shows a mix of land cover types, including trees, fields, and a road.",2.4511922895908356,2.492125928401947,2.3937855660915375,2.440631687641144
tile_0031,"The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",2.213158905506134,2.4620287120342255,1.738458126783371,2.430722713470459
tile_0032,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.4182868003845215,2.5,2.219070792198181,2.5
tile_0033,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.3321548104286194,2.4938809871673584,2.0047052204608917,2.4906371533870697
tile_0034,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.385835647583008,2.343381643295288,2.184212952852249,2.2630181908607483
tile_0035,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.4938809871673584,2.29909285902977,2.4906371533870697,2.0884795486927032
tile_0036,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.371429204940796,2.2935613989830017,2.283410131931305,2.1216681599617004
tile_0037,"The image shows a mix of land cover types, including trees, a road, and a bridge.",2.341388911008835,2.337927520275116,2.1049773693084717,2.060299515724182
tile_0038,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and a building.",2.426259368658066,2.0955991744995117,2.321283519268036,1.979711651802063
tile_0039,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.273910641670227,2.2919052839279175,2.0256608724594116,2.0345185697078705
tile_0040,"The image shows a mix of land cover types, including trees, fields, and a bridge.",2.2803592681884766,2.311757206916809,1.865675449371338,2.1124082803726196
tile_0041,"The image shows a mix of land cover types, including trees, fields, and a road.",2.252362370491028,2.3566247522830963,2.3102983832359314,2.100900113582611
tile_0042,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.5,2.396017462015152,2.500000298023224,2.3481881618499756
tile_0043,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.3551689088344574,2.4309174716472626,2.1302157640457153,2.20094695687294
tile_0044,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.394237667322159,2.500000298023224,2.1918976306915283,2.5
tile_0045,"The image shows a mix of land cover types, including trees, buildings, and a bridge.",2.368260771036148,2.385835647583008,2.220398038625717,2.184212952852249
tile_0046,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.500000298023224,2.400974929332733,2.5,2.2802868485450745
tile_0047,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.4768224358558655,2.500000298023224,2.467118799686432,2.5
tile_0048,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.012890726327896,2.3931095004081726,1.4398759603500366,2.1936319768428802
tile_0049,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.4938809871673584,2.4938809871673584,2.4906371533870697,2.4906371533870697
tile_0050,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.391171455383301,2.4938809871673584,2.3245781660079956,2.4906371533870697
tile_0051,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.3531877994537354,2.487601339817047,2.158507853746414,2.473214715719223
tile_0052,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.5,2.5,2.5,2.5
tile_0053,"The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",2.4009928107261658,2.4182868003845215,2.221909463405609,2.219070792198181
tile_0054,"The image shows a mix of land cover types, including trees, a road, and a large body of water.",2.2925977408885956,2.4367819726467133,1.9863370060920715,2.3315826058387756
tile_0055,"The image shows a mix of land cover types, including trees, a bridge, and a road.",2.2394080460071564,2.159164398908615,1.8955367803573608,1.7444384098052979
tile_0056,"The image shows a mix of land cover types, including trees, a road, and a building.",2.4396321177482605,2.387685924768448,2.388433665037155,2.2421638667583466
tile_0057,"The image shows a mix of land cover types, including trees, a dam, and a road.",2.219454348087311,2.3772580921649933,2.0402254164218903,2.3291729390621185
tile_0058,"The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",2.266317903995514,2.048741579055786,2.008337825536728,1.9016057252883911
tile_0059,"The image shows a mix of land cover types, including trees, a road, and a field.",2.2554147243499756,2.3241357505321503,2.081579864025116,1.983569860458374
tile_0060,"The image shows a mix of land cover types, including trees, fields, and a roundabout.",2.0953689515590668,2.241837829351425,2.050017863512039,1.9956140220165253
tile_0061,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.4938809871673584,2.335768938064575,2.4906371533870697,2.2500979900360107
tile_0062,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.3670363426208496,2.500000298023224,2.174493968486786,2.5
tile_0063,"The image shows a mix of land cover types, including buildings, houses, trees, and a soccer ball field.",2.3006826639175415,2.3017331957817078,2.236674726009369,2.1394050121307373
tile_0064,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.348475456237793,2.488282322883606,2.2387993335723877,2.4925164878368378
tile_0065,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.3606178164482117,2.500000298023224,2.139907628297806,2.5
tile_0066,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.4768224358558655,2.430017590522766,2.467118799686432,2.263564318418503
tile_0067,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.3307305574417114,2.4768224358558655,2.3599210381507874,2.467118799686432
tile_0068,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.3800046741962433,2.5,2.1058714389801025,2.5
tile_0069,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.5,2.5,2.5,2.5
tile_0070,"The image shows a mix of land cover types, including a baseball field, a building, a ground track field, and a soccer ball field.",2.1433009207248688,2.1757346391677856,1.772485226392746,1.9256475567817688
tile_0071,"The image shows a mix of land cover types, including trees, buildings, and a bridge.",2.385835647583008,2.385835647583008,2.184212952852249,2.184212952852249
tile_0072,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.4034371972084045,2.4069488048553467,2.2245830297470093,2.3509345948696136
tile_0073,"The image shows a mix of land cover types, including trees, a road, and a building.",2.2884735465049744,2.3723608255386353,2.097353935241699,2.2631944715976715
tile_0074,"The image shows a mix of land cover types, including trees, a road, and a building.",2.288130223751068,2.2715920209884644,2.2127746045589447,2.2227561473846436
tile_0075,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.4096396565437317,2.4901829659938812,2.3793642222881317,2.4802303314208984
tile_0076,"The image shows a mix of land cover types, including trees, a building, and a road.",2.1688228845596313,2.499999701976776,2.2509944438934326,2.5
tile_0077,"The image shows a mix of land cover types, including trees, a bridge, and a road.",2.169734239578247,2.4024249613285065,1.7754265666007996,2.272312045097351
tile_0078,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.4096396565437317,2.487601339817047,2.3793642222881317,2.473214715719223
tile_0079,"The image shows a mix of land cover types, including buildings, houses, trees, and a soccer ball field.",2.2688457369804382,2.3256894946098328,2.0842134952545166,2.2695279121398926
tile_0080,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.4768224358558655,2.488282322883606,2.467118799686432,2.4925164878368378
tile_0081,"The image shows a mix of land cover types, including buildings, houses, trees, and a soccer field.",2.3648658394813538,2.4117444455623627,2.059432715177536,2.2392722964286804
tile_0082,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.4768224358558655,2.488282322883606,2.467118799686432,2.4925164878368378
tile_0083,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.4938809871673584,2.5,2.4906371533870697,2.5
tile_0084,"The image shows a mix of land cover types, including trees, buildings, and a soccer ball field.",1.7543551325798035,2.246161699295044,1.3093580305576324,2.051163762807846
tile_0085,"The image shows a mix of land cover types, including trees, buildings, and a road.",1.87821164727211,2.5,1.0570874065160751,2.500000298023224
tile_0086,"The image shows a mix of land cover types, including trees, buildings, and a golf field.",2.3891934752464294,2.3453274369239807,2.32916459441185,2.1779264509677887
tile_0087,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.4768224358558655,2.5,2.467118799686432,2.5
tile_0088,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",1.9271214306354523,2.4768224358558655,1.4116252958774567,2.467118799686432
tile_0089,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.2499914467334747,2.4938809871673584,2.0096057653427124,2.4906371533870697
tile_0090,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.396017462015152,2.5,2.3481881618499756,2.500000298023224
tile_0091,"The image shows a mix of land cover types, including trees, a golf field, and a road.",2.4013467133045197,2.366335690021515,2.357046753168106,2.240341752767563
tile_0092,"The image shows a mix of land cover types, including trees, a golf field, and a road.",2.4096396565437317,2.3714813590049744,2.3793642222881317,2.152099460363388
tile_0093,"The image shows a mix of land cover types, including trees, a road, and a building.",2.3615095019340515,2.2884735465049744,2.25493386387825,2.097353935241699
tile_0094,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.285837233066559,2.4901829659938812,2.053508460521698,2.4802303314208984
tile_0095,"The image shows a mix of land cover types, including trees, fields, and a building.",2.4125295877456665,2.391539216041565,2.3332709074020386,2.3839935660362244
tile_0096,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.3531877994537354,2.5,2.158507853746414,2.500000298023224
tile_0097,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.3544713854789734,2.3544713854789734,2.285844385623932,2.285844385623932
tile_0098,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.500000298023224,2.500000298023224,2.5,2.5
tile_0099,"The image shows a mix of land cover types, including buildings, trees, and a train station.",2.266187071800232,2.4938569962978363,1.9468000531196594,2.4896591901779175
tile_0100,"The image shows a mix of land cover types, including buildings, houses, trees, and a soccer ball field.",2.3006826639175415,2.3773300647735596,2.236674726009369,2.055067867040634
tile_0101,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.325463742017746,2.4938809871673584,2.0897208154201508,2.4906371533870697
tile_0102,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.5,2.4768224358558655,2.5,2.467118799686432
tile_0103,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.2974050045013428,2.3450444638729095,2.01605886220932,2.2043725848197937
tile_0104,"The image shows a mix of land cover types, including a building, trees, and a road.",2.276664972305298,2.485477030277252,2.38077849149704,2.4688440561294556
tile_0105,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.4938809871673584,2.4938809871673584,2.4906371533870697,2.4906371533870697
tile_0106,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.40462526679039,2.5,2.34247550368309,2.500000298023224
tile_0107,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.5,2.4901829659938812,2.500000298023224,2.4802303314208984
tile_0108,"The image shows a mix of land cover types, including trees, a building, and a road.",2.300207167863846,2.3889079689979553,2.190300077199936,2.3656176030635834
tile_0109,"The image shows a mix of land cover types, including trees, a windmill, and a gray windmill at the top.",1.9778546690940857,2.134912759065628,1.9837814569473267,1.8824034929275513
tile_0110,"The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a building.",2.1018703281879425,2.0894581079483032,2.025558650493622,2.0186062157154083
tile_0111,"The image shows a mix of land cover types, including trees, a dam, and a road.",2.3750457167625427,2.4232053756713867,2.3359856009483337,2.3555251955986023
tile_0112,"The image shows a mix of land cover types, including trees, a dam, and a road.",2.2548867762088776,2.3001763224601746,2.220197916030884,2.257937341928482
tile_0113,"The image shows a mix of land cover types, including trees, a road, and a building.",1.948237270116806,2.319250702857971,1.5820355713367462,2.2397029399871826
tile_0114,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.157859355211258,2.3544713854789734,1.495479941368103,2.285844385623932
tile_0115,"The image shows a mix of land cover types, including buildings, trees, and a road.",2.4938809871673584,2.4938809871673584,2.4906371533870697,2.4906371533870697
tile_0116,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.4822914600372314,2.488282322883606,2.4534443020820618,2.4925164878368378
tile_0117,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",2.3738576471805573,2.430017590522766,2.289242744445801,2.263564318418503
tile_0118,"The image shows a mix of land cover types, including buildings, trees, and a baseball field.",2.309765964746475,2.324538379907608,2.1221286058425903,2.1961553394794464
tile_0119,"The image shows a mix of land cover types, including trees, a bridge, and a road.",2.2977490723133087,2.2321441769599915,2.1611104905605316,2.113448679447174
tile_0120,"The image shows a mix of land cover types, including trees, buildings, and a bridge.",2.385835647583008,2.3032042384147644,2.184212952852249,2.159148007631302
tile_0121,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.4096396565437317,2.3414061963558197,2.3793642222881317,2.2898152470588684
tile_0122,"The image shows a mix of land cover types, including trees, a building, and a road.",2.300207167863846,2.373078167438507,2.190300077199936,2.11460143327713
tile_0123,"The image shows a mix of land cover types, including trees, a building, and a road.",2.3452165722846985,2.356621026992798,2.2976967692375183,2.3112504184246063
tile_0124,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.5,2.5,2.500000298023224,2.500000298023224
tile_0125,"The image shows a mix of land cover types, including trees, buildings, and a road.",2.3414061963558197,2.4901829659938812,2.2898152470588684,2.4802303314208984
tile_0126,"The image shows a mix of land cover types, including trees, shrubs, and a golf field.",2.1186110377311707,2.3577865958213806,1.9272352755069733,2.208666056394577
tile_0127,"The image shows a mix of land cover types, including trees, a road, and a building.",2.487601339817047,2.2884735465049744,2.473214715719223,2.097353935241699
tile_0128,"The image shows a mix of land cover types, including trees, a road, and a windmill.",2.3228751122951508,2.057289779186249,2.2225867211818695,2.1424195170402527
tile_0129,"The image shows a mix of land cover types, including trees, a dam, and a golf field.",2.2330567240715027,2.271789312362671,2.010836899280548,2.096487283706665
