tile_id,classe,generic_clip_lr,generic_clip_sr,remote_clip_lr,remote_clip_sr
tile_0000,vegetacao cultivada,0.5611158907413483,0.5441432446241379,0.6130319461226463,0.5412375181913376
tile_0001,vegetacao cultivada,0.5239921808242798,0.4666139930486679,0.6269741058349609,0.5145486071705818
tile_0002,massa dagua,0.6476273387670517,0.574890747666359,0.6695529818534851,0.6890523433685303
tile_0003,vegetacao cultivada,0.6399189680814743,0.5446283519268036,0.578283965587616,0.5566486343741417
tile_0004,vegetacao cultivada,0.55600605905056,0.5051863566040993,0.6235183775424957,0.5542978644371033
tile_0005,campo,0.6277557462453842,0.6086419150233269,0.6196613982319832,0.6161237508058548
tile_0006,vegetacao cultivada,0.6061685085296631,0.5946505814790726,0.6265619397163391,0.6890290975570679
tile_0007,campo,0.6321204453706741,0.6358140707015991,0.6632739305496216,0.6194818764925003
tile_0008,area edificada,0.7251085340976715,0.5869852006435394,0.6446100771427155,0.618639774620533
tile_0009,campo,0.5695932358503342,0.5909473076462746,0.5738411843776703,0.5972103029489517
tile_0010,campo,0.5942836403846741,0.551014132797718,0.608249306678772,0.6069089472293854
tile_0011,vegetacao cultivada,0.6046192348003387,0.5666297674179077,0.6270574778318405,0.6988035142421722
tile_0012,vegetacao cultivada,0.5486674606800079,0.5764084309339523,0.6494414806365967,0.7232226431369781
tile_0013,vegetacao cultivada,0.6312914937734604,0.6844816356897354,0.6476899236440659,0.6487603485584259
tile_0014,vegetacao cultivada,0.6209984421730042,0.6859865784645081,0.6425170600414276,0.6403614580631256
tile_0015,campo,0.6090264022350311,0.6643591076135635,0.7213899493217468,0.6523827463388443
tile_0016,vegetacao cultivada,0.609029084444046,0.6009955704212189,0.608004555106163,0.5682667344808578
tile_0017,vegetacao cultivada,0.6389819085597992,0.6556209921836853,0.6606636941432953,0.6451816856861115
tile_0018,vegetacao cultivada,0.5581676214933395,0.5610760673880577,0.5876236408948898,0.6323109567165375
tile_0019,vegetacao cultivada,0.6179958954453468,0.6033996865153313,0.6355778127908707,0.6316801160573959
tile_0020,vegetacao cultivada,0.5830681324005127,0.5928880721330643,0.6202782690525055,0.6228281930088997
tile_0021,vegetacao cultivada,0.6035543978214264,0.6148253381252289,0.6255857646465302,0.6137029081583023
tile_0022,vegetacao cultivada,0.5567079782485962,0.5454866588115692,0.6351853162050247,0.5199535936117172
tile_0023,campo,0.5937734246253967,0.6299794465303421,0.5849352478981018,0.6141695380210876
tile_0024,vegetacao cultivada,0.5865626037120819,0.5140554159879684,0.5063169449567795,0.48518113791942596
tile_0025,area edificada,0.7468193024396896,0.6141120567917824,0.6549935042858124,0.5625505745410919
tile_0026,area edificada,0.6932829320430756,0.5958148837089539,0.6709554046392441,0.581432394683361
tile_0027,campo,0.6421266496181488,0.5902034416794777,0.6320376694202423,0.5381561815738678
tile_0028,area edificada,0.7047300785779953,0.7189856469631195,0.6592188775539398,0.5513567849993706
tile_0029,vegetacao cultivada,0.5007846653461456,0.5744773522019386,0.6423605978488922,0.5438264086842537
tile_0030,vegetacao cultivada,0.6149842590093613,0.6101501733064651,0.6664930284023285,0.6968382745981216
tile_0031,vegetacao cultivada,0.5830094218254089,0.5735019594430923,0.6274811178445816,0.5468509346246719
tile_0032,vegetacao cultivada,0.611143559217453,0.5234029144048691,0.640227422118187,0.5390122532844543
tile_0033,campo,0.6110195070505142,0.5967115610837936,0.599515400826931,0.5745422467589378
tile_0034,vegetacao cultivada,0.5754362046718597,0.5322405695915222,0.5932091921567917,0.5297446995973587
tile_0035,vegetacao cultivada,0.5090808123350143,0.5466046929359436,0.5579443275928497,0.5368135124444962
tile_0036,floresta,0.6100285798311234,0.6192827969789505,0.718504786491394,0.6644910573959351
tile_0037,vegetacao cultivada,0.5443981289863586,0.4958522692322731,0.6026024371385574,0.5486362054944038
tile_0038,vegetacao cultivada,0.560309886932373,0.611775740981102,0.6031417474150658,0.6502071022987366
tile_0039,vegetacao cultivada,0.6485724449157715,0.5090286210179329,0.6067249923944473,0.49040548503398895
tile_0040,vegetacao cultivada,0.5742990970611572,0.5551273748278618,0.5401904135942459,0.5486394837498665
tile_0041,campo,0.5776866525411606,0.633036270737648,0.6675483286380768,0.643906444311142
tile_0042,campo,0.5843143165111542,0.6687352061271667,0.6484200060367584,0.7027308642864227
tile_0043,area edificada,0.7356777787208557,0.6323926895856857,0.6581661850214005,0.6027088314294815
tile_0044,area edificada,0.7439664006233215,0.656629353761673,0.6776755303144455,0.6033538281917572
tile_0045,floresta,0.6009224057197571,0.5517131462693214,0.7229489833116531,0.6776387989521027
tile_0046,area edificada,0.7539400458335876,0.6525509059429169,0.6439597904682159,0.589095801115036
tile_0047,area edificada,0.7432350516319275,0.6653565913438797,0.599512979388237,0.5650573223829269
tile_0048,area edificada,0.7220359146595001,0.6705906242132187,0.591169111430645,0.46749088913202286
tile_0049,vegetacao cultivada,0.5925003439188004,0.5103415250778198,0.5651813000440598,0.513959638774395
tile_0050,campo,0.5690642073750496,0.644318014383316,0.6555157899856567,0.5765293911099434
tile_0051,campo,0.6022640317678452,0.6294595450162888,0.6673654913902283,0.5869028717279434
tile_0052,vegetacao cultivada,0.5239327251911163,0.6196575611829758,0.6170380860567093,0.5629419535398483
tile_0053,vegetacao cultivada,0.5188233405351639,0.5882485210895538,0.6025578826665878,0.561988577246666
tile_0054,vegetacao cultivada,0.567253902554512,0.5269896239042282,0.6497462093830109,0.5352505296468735
tile_0055,vegetacao cultivada,0.6086969003081322,0.5761410668492317,0.5698571726679802,0.5528362095355988
tile_0056,vegetacao cultivada,0.6220025569200516,0.5315578728914261,0.6042863428592682,0.47872379422187805
tile_0057,vegetacao cultivada,0.5276888608932495,0.4704240709543228,0.5832350999116898,0.553235225379467
tile_0058,vegetacao cultivada,0.6046084314584732,0.5881910771131516,0.6074291467666626,0.6118378415703773
tile_0059,vegetacao cultivada,0.5918220430612564,0.6534584611654282,0.5877678841352463,0.685797706246376
