tile_id,classe,generic_clip_lr,generic_clip_sr,remote_clip_lr,remote_clip_sr
tile_0026,vegetacao cultivada,0.5466925352811813,0.6348785758018494,0.6085372343659401,0.5133597552776337
tile_0027,vegetacao cultivada,0.5392657220363617,0.607655793428421,0.5872858688235283,0.5744728446006775
tile_0028,campo,0.6261815130710602,0.6492812931537628,0.6728769838809967,0.7382321357727051
tile_0029,campo,0.6143979728221893,0.6270492821931839,0.657162219285965,0.6838912516832352
tile_0030,vegetacao cultivada,0.5168560147285461,0.6111741811037064,0.6289231032133102,0.6966767460107803
tile_0031,vegetacao cultivada,0.5254936218261719,0.6191278249025345,0.586269199848175,0.6262286007404327
tile_0032,vegetacao cultivada,0.6278696656227112,0.6245677918195724,0.5950869619846344,0.5974850058555603
tile_0033,area edificada,0.7017870247364044,0.6829530000686646,0.6192280724644661,0.622609406709671
tile_0034,area edificada,0.7230567932128906,0.6565463542938232,0.65388984978199,0.6216128543019295
tile_0035,area edificada,0.7250804454088211,0.6532738357782364,0.6475050747394562,0.6147442758083344
tile_0036,area edificada,0.6728076934814453,0.6240911409258842,0.6110843643546104,0.5720606073737144
tile_0037,brejo pantano,0.579456239938736,0.5238061025738716,0.66722571849823,0.5382884666323662
tile_0038,campo,0.6198906898498535,0.6309191882610321,0.6936000287532806,0.69062739610672
tile_0039,campo,0.5424553155899048,0.6017013639211655,0.6673195958137512,0.6266708672046661
tile_0040,campo,0.5352787300944328,0.6246346607804298,0.6569872796535492,0.6585775315761566
tile_0041,campo,0.569794699549675,0.5927959457039833,0.6459908187389374,0.692642331123352
tile_0042,massa dagua,0.5647553876042366,0.5575819686055183,0.6443145871162415,0.6176310777664185
tile_0043,floresta,0.6296797096729279,0.6233806163072586,0.7061723619699478,0.5364049226045609
tile_0044,brejo pantano,0.5364924669265747,0.5892553180456161,0.6814372539520264,0.6809720396995544
tile_0049,vegetacao cultivada,0.5209623277187347,0.5515322089195251,0.5865441262722015,0.49471430480480194
tile_0050,vegetacao cultivada,0.5573759973049164,0.6284623593091965,0.6383752077817917,0.637008398771286
tile_0051,vegetacao cultivada,0.5860583484172821,0.5478396639227867,0.5787067115306854,0.6004557013511658
tile_0052,campo,0.5924605205655098,0.6753580272197723,0.6523414701223373,0.6977134943008423
tile_0053,vegetacao cultivada,0.5429018288850784,0.5874946713447571,0.6046375259757042,0.5689394474029541
tile_0054,vegetacao cultivada,0.5608094483613968,0.5630434304475784,0.570189580321312,0.6038340926170349
tile_0055,vegetacao cultivada,0.5925323814153671,0.5797910690307617,0.6022904440760612,0.5565427988767624
tile_0056,area edificada,0.6916666775941849,0.6820783019065857,0.6011257320642471,0.6093636900186539
tile_0057,campo,0.6040086969733238,0.625966414809227,0.6425756216049194,0.57989202439785
tile_0058,area edificada,0.6149356067180634,0.6832390278577805,0.6505218148231506,0.6243525072932243
tile_0059,area edificada,0.7575849443674088,0.6931287795305252,0.6509724259376526,0.6498654186725616
tile_0060,brejo pantano,0.6333160400390625,0.5471143871545792,0.6774035096168518,0.5364575237035751
tile_0061,brejo pantano,0.5969926714897156,0.5384949594736099,0.6672497093677521,0.5464636161923409
tile_0062,campo,0.588015541434288,0.5490726977586746,0.6470419466495514,0.537465438246727
tile_0063,campo,0.5625526607036591,0.5579964816570282,0.6622876971960068,0.5515246838331223
tile_0064,campo,0.5685081332921982,0.6158940121531487,0.7063519954681396,0.5502637103199959
tile_0065,massa dagua,0.6389030814170837,0.5674687027931213,0.6468187272548676,0.5739215016365051
tile_0066,brejo pantano,0.5342097580432892,0.5998022854328156,0.6664151698350906,0.6304319202899933
tile_0067,floresta,0.6471087038516998,0.6207173690199852,0.7416447997093201,0.6587499380111694
tile_0072,vegetacao cultivada,0.5858952552080154,0.6359407305717468,0.6185692548751831,0.6112413108348846
tile_0073,vegetacao cultivada,0.5755243822932243,0.6268449127674103,0.6169124692678452,0.6437657028436661
tile_0074,vegetacao cultivada,0.6083560734987259,0.629718154668808,0.6539313495159149,0.6253138929605484
tile_0075,vegetacao cultivada,0.5953750759363174,0.6255914270877838,0.618734322488308,0.6905122101306915
tile_0076,vegetacao cultivada,0.5975133553147316,0.6331855058670044,0.6301905959844589,0.7374829053878784
tile_0077,vegetacao cultivada,0.5873604118824005,0.49637600779533386,0.6361521035432816,0.6439314037561417
tile_0078,campo,0.5666531622409821,0.6289955973625183,0.595504492521286,0.5806181952357292
tile_0079,campo,0.616573803126812,0.5733692273497581,0.584084764122963,0.5732166022062302
tile_0080,campo,0.6029096990823746,0.6293903291225433,0.6270979344844818,0.5414358526468277
tile_0081,area edificada,0.718681737780571,0.655510425567627,0.5898619070649147,0.6148001551628113
tile_0082,area edificada,0.7299420237541199,0.6658453494310379,0.5763507634401321,0.5326835066080093
tile_0083,brejo pantano,0.5916374549269676,0.5711795017123222,0.6677082926034927,0.6808756291866302
tile_0084,brejo pantano,0.5505949258804321,0.5728187784552574,0.6491114944219589,0.6537172198295593
tile_0085,floresta,0.5813468992710114,0.6362852454185486,0.7191456854343414,0.6944109499454498
tile_0086,floresta,0.6591834127902985,0.6175904721021652,0.7285533100366592,0.6455355882644653
tile_0087,massa dagua,0.588982105255127,0.5705837160348892,0.6517533212900162,0.6369809806346893
tile_0088,campo,0.4939185455441475,0.495527908205986,0.6408108770847321,0.5131619423627853
tile_0089,floresta,0.6172201037406921,0.6207621842622757,0.7238239794969559,0.615217536687851
tile_0090,brejo pantano,0.599219873547554,0.5867601186037064,0.6669121980667114,0.5990616232156754
tile_0095,vegetacao cultivada,0.5474741756916046,0.6444630026817322,0.6143492087721825,0.7128105312585831
tile_0096,vegetacao cultivada,0.531221553683281,0.6422001868486404,0.6106729432940483,0.6080293282866478
tile_0097,vegetacao cultivada,0.575147420167923,0.6036459282040596,0.6004813313484192,0.6214972212910652
tile_0098,vegetacao cultivada,0.5691613256931305,0.6354336440563202,0.6226477771997452,0.6754346191883087
tile_0099,brejo pantano,0.6201790273189545,0.5716950446367264,0.6733110547065735,0.5670099705457687
