tile_id,classe,generic_clip_lr,generic_clip_sr,remote_clip_lr,remote_clip_sr
tile_0026,cultivated vegetation,0.6043381243944168,0.647587776184082,0.6371334195137024,0.5672136694192886
tile_0027,cultivated vegetation,0.5952676385641098,0.6576013565063477,0.5918578058481216,0.6589626520872116
tile_0028,field,0.6352683156728745,0.6765338033437729,0.6520168483257294,0.7596636563539505
tile_0029,field,0.5963677540421486,0.6222012639045715,0.6465066969394684,0.697077065706253
tile_0030,cultivated vegetation,0.5763858556747437,0.6401703506708145,0.6382288783788681,0.7268735766410828
tile_0031,cultivated vegetation,0.5535655841231346,0.638381689786911,0.6002851575613022,0.6646741926670074
tile_0032,cultivated vegetation,0.6445185095071793,0.6608862429857254,0.6088373810052872,0.6623630225658417
tile_0033,urban area,0.6671862304210663,0.6515676528215408,0.6187881901860237,0.6969641894102097
tile_0034,urban area,0.6935709714889526,0.625331699848175,0.6839729845523834,0.6923593580722809
tile_0035,urban area,0.677439272403717,0.6320607662200928,0.683048889040947,0.6953088939189911
tile_0036,urban area,0.6611771881580353,0.6044699251651764,0.6367456912994385,0.6715512275695801
tile_0037,bare ground,0.6001586467027664,0.6113424897193909,0.6447172909975052,0.5521392822265625
tile_0038,field,0.6090036034584045,0.6334739923477173,0.6996008008718491,0.6713239848613739
tile_0039,field,0.5647867918014526,0.6045154109597206,0.708700641989708,0.6653411686420441
tile_0040,field,0.544157400727272,0.6159983202815056,0.6866841018199921,0.6816854327917099
tile_0041,field,0.5791701376438141,0.5879049748182297,0.6804212927818298,0.6877777725458145
tile_0042,water body,0.5384185165166855,0.6256496161222458,0.6439761817455292,0.6591206789016724
tile_0043,forest,0.6051615998148918,0.5292072892189026,0.6911541521549225,0.5261034145951271
tile_0044,bare ground,0.5955016613006592,0.6249944865703583,0.6148853898048401,0.7606754451990128
tile_0049,cultivated vegetation,0.5653147399425507,0.6155373901128769,0.6289774924516678,0.53655706346035
tile_0050,cultivated vegetation,0.5847455188632011,0.6743650138378143,0.6495298445224762,0.6868991255760193
tile_0051,cultivated vegetation,0.6215851381421089,0.6351031363010406,0.5836908146739006,0.6990884244441986
tile_0052,field,0.5676763504743576,0.6517291069030762,0.6377305090427399,0.6800000369548798
tile_0053,cultivated vegetation,0.5680167302489281,0.6180527433753014,0.6101012229919434,0.588718056678772
tile_0054,cultivated vegetation,0.5936174839735031,0.6313580274581909,0.592360831797123,0.6690813601016998
tile_0055,cultivated vegetation,0.6406950950622559,0.6579001247882843,0.6055977940559387,0.6368713080883026
tile_0056,urban area,0.6574734300374985,0.6526080518960953,0.6486937403678894,0.6798171997070312
tile_0057,field,0.6025658547878265,0.5628878623247147,0.6763176620006561,0.6302495300769806
tile_0058,urban area,0.6176673620939255,0.6469782441854477,0.7013121247291565,0.736309289932251
tile_0059,urban area,0.7077358663082123,0.6624941527843475,0.6991006433963776,0.7478226721286774
tile_0060,bare ground,0.6277087330818176,0.5908739566802979,0.6905447691679001,0.5876793712377548
tile_0061,bare ground,0.6075886636972427,0.6224391981959343,0.682297945022583,0.5512923002243042
tile_0062,field,0.5882135778665543,0.545877069234848,0.6363271921873093,0.5295547097921371
tile_0063,field,0.5819341540336609,0.5553612858057022,0.6638291478157043,0.5773704126477242
tile_0064,field,0.5480823293328285,0.6095774099230766,0.6627640873193741,0.5980686843395233
tile_0065,water body,0.5849108844995499,0.6144577264785767,0.6167121231555939,0.6359750032424927
tile_0066,bare ground,0.5690500140190125,0.6160520017147064,0.6315862387418747,0.6915886700153351
tile_0067,forest,0.6548086553812027,0.5987555161118507,0.7633381336927414,0.7319500297307968
tile_0072,cultivated vegetation,0.6181855499744415,0.6504997611045837,0.6339334696531296,0.6633426249027252
tile_0073,cultivated vegetation,0.5887586623430252,0.6993890553712845,0.6350894272327423,0.7230651378631592
tile_0074,cultivated vegetation,0.6147255003452301,0.6743904203176498,0.7015272974967957,0.6683914363384247
tile_0075,cultivated vegetation,0.6471798568964005,0.6816366314888,0.6150849536061287,0.7155518233776093
tile_0076,cultivated vegetation,0.6349464505910873,0.6829406321048737,0.6129785999655724,0.7961472123861313
tile_0077,cultivated vegetation,0.6454922258853912,0.5808579176664352,0.6303954124450684,0.6278679519891739
tile_0078,field,0.5522613227367401,0.6166116893291473,0.604403167963028,0.6147677078843117
tile_0079,field,0.605902224779129,0.58343306183815,0.5906466394662857,0.6273399293422699
tile_0080,field,0.5964251607656479,0.6172384694218636,0.6321113556623459,0.5665279924869537
tile_0081,urban area,0.6880056113004684,0.6367165595293045,0.6507121026515961,0.7049719989299774
tile_0082,urban area,0.6703647971153259,0.612403079867363,0.7143624126911163,0.6622832268476486
tile_0083,bare ground,0.6094135344028473,0.6093091517686844,0.6926800310611725,0.6720095872879028
tile_0084,bare ground,0.5669615045189857,0.5900761857628822,0.6695017218589783,0.6128799170255661
tile_0085,forest,0.6003715097904205,0.6284382939338684,0.6830020993947983,0.7742757350206375
tile_0086,forest,0.6641051173210144,0.5800718069076538,0.7477327436208725,0.5991239845752716
