tile_id,question_id,level,level_name,tfidf_lr_gt,tfidf_sr_gt,semantic_lr_gt,semantic_sr_gt,mae_lr_gt,mae_sr_gt,lr_refused,sr_refused
tile_0000,q01_pct_landcover,1,semantic,0.7227485729981569,0.7736753693468769,0.982485830783844,0.9966076016426086,12.0,4.0,False,False
tile_0000,q02_has_water,1,semantic,0.0,1.0,0.7303045988082886,1.0000001192092896,,,False,False
tile_0000,q03_field_count,2,structural,0.0,0.0,0.7905610799789429,1.0,,,False,False
tile_0000,q04_field_rows,2,structural,0.0,1.0,0.7303045988082886,1.0000001192092896,,,False,False
tile_0000,q05_building_count,3,fine_detail,0.0,0.0,1.0000001192092896,1.0000001192092896,,,False,False
tile_0000,q06_road_describe,3,fine_detail,0.556927802127384,0.5844141839529214,0.8396905064582825,0.8499586582183838,,,False,False
tile_0000,q07_building_describe,3,fine_detail,0.622599999748005,0.5288716363488986,0.7920432090759277,0.7785509824752808,,,False,False
tile_0001,q01_pct_landcover,1,semantic,0.771651025060578,0.6553563169619766,0.9886658191680908,0.9912840127944946,10.0,10.0,False,False
tile_0001,q02_has_water,1,semantic,1.0,1.0,1.0000001192092896,1.0000001192092896,,,False,False
tile_0001,q03_field_count,2,structural,0.0,0.0,1.0000001192092896,1.0000001192092896,,,False,False
tile_0001,q04_field_rows,2,structural,0.0,1.0,0.7303045988082886,1.0000001192092896,,,False,False
tile_0001,q05_building_count,3,fine_detail,0.0,0.0,1.0000001192092896,1.0000001192092896,,,False,False
tile_0001,q06_road_describe,3,fine_detail,0.6083248931367788,0.9999999999999999,0.7641942501068115,1.0000001192092896,,,False,False
tile_0001,q07_building_describe,3,fine_detail,0.9750535565590892,1.0000000000000007,0.9950859546661377,1.0,,,False,False
tile_0002,q01_pct_landcover,1,semantic,0.6430047564292601,0.6553563169619766,0.9755750894546509,0.9716659188270569,14.0,9.0,False,False
tile_0002,q02_has_water,1,semantic,0.0,1.0,0.7303045988082886,1.0000001192092896,,,False,False
tile_0002,q03_field_count,2,structural,0.0,0.0,0.6155939698219299,0.6155939698219299,,,False,False
tile_0002,q04_field_rows,2,structural,0.0,1.0,0.7303045988082886,1.0000001192092896,,,False,False
tile_0002,q05_building_count,3,fine_detail,0.0,0.0,1.0000001192092896,1.0000001192092896,,,False,False
tile_0002,q06_road_describe,3,fine_detail,0.4471641296192977,0.7549863743369143,0.8381247520446777,0.800650954246521,,,False,False
tile_0002,q07_building_describe,3,fine_detail,0.4241775317002271,0.4594584102910124,0.6130994558334351,0.5438908338546753,,,False,False
tile_0003,q01_pct_landcover,1,semantic,0.7227485729981569,0.4501755023269899,0.9882593154907227,0.9789735078811646,16.0,15.0,False,False
tile_0003,q02_has_water,1,semantic,0.0,0.0,0.7303045988082886,0.7303045988082886,,,False,False
tile_0003,q03_field_count,2,structural,0.0,0.0,1.0000001192092896,1.0000001192092896,,,False,False
tile_0003,q04_field_rows,2,structural,0.0,1.0,0.7303045988082886,1.0000001192092896,,,False,False
tile_0003,q05_building_count,3,fine_detail,0.0,0.0,1.0000001192092896,1.0000001192092896,,,False,False
tile_0003,q06_road_describe,3,fine_detail,0.7721287945226327,0.6461999482221332,0.8935881853103638,0.8807803988456726,,,False,False
tile_0003,q07_building_describe,3,fine_detail,0.8288237046280751,0.6851126826987675,0.9893769025802612,0.8013752698898315,,,False,False
tile_0004,q01_pct_landcover,1,semantic,0.8591766858581812,0.6052855104516397,0.9787565469741821,0.9875651001930237,10.0,13.0,False,False
tile_0004,q02_has_water,1,semantic,1.0,1.0,1.0000001192092896,1.0000001192092896,,,False,False
tile_0004,q03_field_count,2,structural,0.0,0.0,0.8587828874588013,0.7686640620231628,,,False,False
tile_0004,q04_field_rows,2,structural,1.0,1.0,1.0000001192092896,1.0000001192092896,,,False,False
tile_0004,q05_building_count,3,fine_detail,0.0,0.0,1.0000001192092896,1.0000001192092896,,,False,False
tile_0004,q06_road_describe,3,fine_detail,0.5748676968416664,0.8323345335639964,0.7595515251159668,0.8479642868041992,,,False,False
tile_0004,q07_building_describe,3,fine_detail,1.0000000000000007,1.0000000000000007,1.0,1.0,,,False,False
tile_0005,q01_pct_landcover,1,semantic,0.7910785047583875,0.4501755023269899,0.9879572987556458,0.9789735078811646,14.0,15.0,False,False
tile_0005,q02_has_water,1,semantic,0.0,0.0,0.7303045988082886,0.7303045988082886,,,False,False
tile_0005,q03_field_count,2,structural,0.0,0.0,0.6155939698219299,0.6155939698219299,,,False,False
tile_0005,q04_field_rows,2,structural,1.0,1.0,1.0000001192092896,1.0000001192092896,,,False,False
tile_0005,q05_building_count,3,fine_detail,0.0,0.0,1.0000001192092896,1.0000001192092896,,,False,False
tile_0005,q06_road_describe,3,fine_detail,0.47145866368338213,0.6024013012941458,0.7831627130508423,0.7580649852752686,,,False,False
tile_0005,q07_building_describe,3,fine_detail,0.49147842992828333,0.49147842992828333,0.5375726819038391,0.5375726819038391,,,False,False
tile_0006,q01_pct_landcover,1,semantic,0.7227485729981569,0.6805020840729029,0.9855199456214905,0.9957230091094971,16.0,4.0,False,False
tile_0006,q02_has_water,1,semantic,0.0,0.0,0.7303045988082886,0.7303045988082886,,,False,False
tile_0006,q03_field_count,2,structural,0.0,0.0,0.6155939698219299,0.6155939698219299,,,False,False
tile_0006,q04_field_rows,2,structural,1.0,1.0,1.0000001192092896,1.0000001192092896,,,False,False
tile_0006,q05_building_count,3,fine_detail,0.0,0.0,1.0000001192092896,1.0000001192092896,,,False,False
tile_0006,q06_road_describe,3,fine_detail,0.4368396841603985,0.38333814859225723,0.8447268009185791,0.8267624974250793,,,False,False
tile_0006,q07_building_describe,3,fine_detail,0.4100768540699807,0.4594584102910124,0.5422864556312561,0.5388782620429993,,,False,False
tile_0007,q01_pct_landcover,1,semantic,0.871365860186327,0.6265656180086542,0.9895450472831726,0.987250566482544,16.0,4.0,False,False
tile_0007,q02_has_water,1,semantic,0.0,1.0,0.7303045988082886,1.0000001192092896,,,False,False
tile_0007,q03_field_count,2,structural,0.0,0.0,0.6155939698219299,0.6472880244255066,,,False,False
tile_0007,q04_field_rows,2,structural,0.0,1.0,0.7303045988082886,1.0000001192092896,,,False,False
tile_0007,q05_building_count,3,fine_detail,0.0,0.0,1.0000001192092896,1.0000001192092896,,,False,False
tile_0007,q06_road_describe,3,fine_detail,0.3531042035144004,0.40348442264931206,0.819636344909668,0.8214824199676514,,,False,False
